CurrentLocalTime,FlightState,accel.getAccelX_mss(),gyro.getGyroX_rads(),errorX,cumErrorX,rateErrorX,lastErrorX,outputX,rotatedOutputX,ServoXwrite,ServoX,x,accel.getAccelY_mss(),gyro.getGyroY_rads(),errorY,cumErrorY,rateErrorY,lastErrorY,outputY,rotatedOutputY,ServoYwrite,ServoY,y,z,accel.getAccelZ_mss(),gyro.getGyroZ_rads(),pyro1_State,pyro2_State,pyro3_State,accel.getTemperature_C()
2.02,1,10.01,-0.09,-4.64,-1.32,4.08,-4.64,-2.6,-31.09,105.55,74.45,4.64,-1.23,0.04,8.79,1.82,44.73,8.79,31.15,3.26,88.37,91.63,-8.79,-3.12,-0.08,0.28,0,0,0,20.75
2.02,1,9.97,-0.06,-4.64,-1.32,4.08,-4.64,-2.6,-31.09,105.55,74.45,4.62,-1.26,0.01,8.79,1.82,44.73,8.79,31.15,3.26,88.37,91.63,-8.86,-3.11,0.01,0.17,0,0,0,20.75
2.02,1,9.94,-0.07,-4.64,-1.32,4.08,-4.64,-2.6,-31.09,105.55,74.45,4.6,-1.21,0.02,8.79,1.82,44.73,8.79,31.15,3.26,88.37,91.63,-8.91,-3.1,-0.03,0.27,0,0,0,20.75
2.02,1,9.96,0.04,-4.64,-1.32,4.08,-4.64,-2.6,-31.09,105.55,74.45,4.59,-1.29,0.06,8.79,1.82,44.73,8.79,31.15,3.26,88.37,91.63,-8.97,-3.07,-0.1,0.27,0,0,0,20.75
2.02,1,9.83,0.07,-4.64,-1.32,4.08,-4.64,-2.6,-31.09,105.55,74.45,4.59,-1.22,0.03,8.79,1.82,44.73,8.79,31.15,3.26,88.37,91.63,-8.97,-3.07,-0.15,0.36,0,0,0,20.75
2.02,1,9.92,-0.09,-4.64,-1.32,4.08,-4.64,-2.6,-31.09,105.55,74.45,4.59,-1.24,0.06,8.79,1.82,44.73,8.79,31.15,3.26,88.37,91.63,-8.97,-3.07,-0.14,0.34,0,0,0,20.75
2.02,1,9.89,-0.09,-4.64,-1.32,4.08,-4.64,-2.6,-31.09,105.55,74.45,4.59,-1.24,-0.02,8.79,1.82,44.73,8.79,31.15,3.26,88.37,91.63,-8.97,-3.07,-0.06,0.25,0,0,0,20.75
2.03,1,9.88,0.01,-4.59,-1.36,4.76,-4.59,-2.21,-31.09,105.55,74.45,4.59,-1.16,0.14,8.97,1.91,18.69,8.97,18.32,3.26,88.37,91.63,-8.97,-3.07,-0.08,0.23,0,0,0,20.75
2.03,1,9.8,0.09,-4.59,-1.36,4.76,-4.59,-2.21,-31.09,105.55,74.45,4.59,-1.19,-0.03,8.97,1.91,18.69,8.97,18.32,3.26,88.37,91.63,-8.97,-3.07,-0.11,0.32,0,0,0,20.75
2.03,1,9.88,0.02,-4.59,-1.36,4.76,-4.59,-2.21,-31.09,105.55,74.45,4.57,-1.2,0.11,8.97,1.91,18.69,8.97,18.32,3.26,88.37,91.63,-9.3,-2.96,-0.14,0.37,0,0,0,20.75
2.03,1,9.82,-0.12,-4.59,-1.36,4.76,-4.59,-2.21,-31.09,105.55,74.45,4.57,-1.31,-0.01,8.97,1.91,18.69,8.97,18.32,3.26,88.37,91.63,-9.37,-2.94,-0.07,0.49,0,0,0,20.75
2.03,1,9.82,-0.03,-4.59,-1.36,4.76,-4.59,-2.21,-31.09,105.55,74.45,4.58,-1.28,0.1,8.97,1.91,18.69,8.97,18.32,3.26,88.37,91.63,-9.42,-2.91,-0.16,0.39,0,0,0,20.75
2.03,1,9.75,-0.04,-4.59,-1.36,4.76,-4.59,-2.21,-31.09,105.55,74.45,4.58,-1.29,0.12,8.97,1.91,18.69,8.97,18.32,3.26,88.37,91.63,-9.49,-2.93,-0.15,0.39,0,0,0,20.75
2.04,1,9.75,-0.16,-4.57,-1.41,1.43,-4.57,-3.86,-36.96,108.48,71.52,4.57,-1.16,0.11,9.57,2,59.05,9.57,39.09,13.28,83.36,96.64,-9.57,-2.9,-0.15,0.28,0,0,0,20.75
2.04,1,9.7,-0.13,-4.57,-1.41,1.43,-4.57,-3.86,-36.96,108.48,71.52,4.57,-1.3,0.09,9.57,2,59.05,9.57,39.09,13.28,83.36,96.64,-9.57,-2.9,-0.19,0.33,0,0,0,20.75
2.04,1,9.68,-0.03,-4.57,-1.41,1.43,-4.57,-3.86,-36.96,108.48,71.52,4.58,-1.04,0.03,9.57,2,59.05,9.57,39.09,13.28,83.36,96.64,-9.71,-2.87,-0.13,0.36,0,0,0,20.75
2.04,1,9.78,-0.08,-4.57,-1.41,1.43,-4.57,-3.86,-36.96,108.48,71.52,4.56,-1.32,-0.01,9.57,2,59.05,9.57,39.09,13.28,83.36,96.64,-9.81,-2.84,-0.12,0.38,0,0,0,20.75
2.04,1,9.68,-0.05,-4.57,-1.41,1.43,-4.57,-3.86,-36.96,108.48,71.52,4.55,-1.3,0.1,9.57,2,59.05,9.57,39.09,13.28,83.36,96.64,-9.88,-2.81,-0.04,0.47,0,0,0,20.75
2.04,1,9.71,-0.03,-4.57,-1.41,1.43,-4.57,-3.86,-36.96,108.48,71.52,4.55,-1.31,0.03,9.57,2,59.05,9.57,39.09,13.28,83.36,96.64,-9.88,-2.81,-0.13,0.33,0,0,0,20.75
2.05,1,9.71,-0.07,-4.55,-1.46,2.13,-4.55,-3.49,-36.96,108.48,71.52,4.55,-1.31,0.05,9.88,2.1,31.03,9.88,25.39,13.28,83.36,96.64,-9.88,-2.81,-0.1,0.39,0,0,0,20.75
2.05,1,9.76,-0.09,-4.55,-1.46,2.13,-4.55,-3.49,-36.96,108.48,71.52,4.55,-1.32,0.03,9.88,2.1,31.03,9.88,25.39,13.28,83.36,96.64,-9.88,-2.81,-0.06,0.39,0,0,0,20.75
2.05,1,9.79,-0.02,-4.55,-1.46,2.13,-4.55,-3.49,-36.96,108.48,71.52,4.52,-1.32,-0.09,9.88,2.1,31.03,9.88,25.39,13.28,83.36,96.64,-10.14,-2.75,-0.11,0.43,0,0,0,20.75
2.05,1,9.85,-0.03,-4.55,-1.46,2.13,-4.55,-3.49,-36.96,108.48,71.52,4.51,-1.52,-0.06,9.88,2.1,31.03,9.88,25.39,13.28,83.36,96.64,-10.23,-2.72,-0.12,0.43,0,0,0,20.75
2.05,1,9.73,0.05,-4.55,-1.46,2.13,-4.55,-3.49,-36.96,108.48,71.52,4.51,-1.41,0,9.88,2.1,31.03,9.88,25.39,13.28,83.36,96.64,-10.31,-2.71,-0.09,0.38,0,0,0,20.75
2.05,1,9.82,-0.07,-4.55,-1.46,2.13,-4.55,-3.49,-36.96,108.48,71.52,4.52,-1.44,0.1,9.88,2.1,31.03,9.88,25.39,13.28,83.36,96.64,-10.36,-2.7,0.06,0.53,0,0,0,20.75
2.06,1,9.85,0.01,-4.52,-1.5,2.98,-4.52,-3.03,-33.21,106.6,73.4,4.52,-1.4,-0.03,10.43,2.21,55.78,10.43,38.32,19.37,80.32,99.68,-10.43,-2.69,-0.05,0.39,0,0,0,20.75
2.06,1,9.8,-0.13,-4.52,-1.5,2.98,-4.52,-3.03,-33.21,106.6,73.4,4.54,-1.29,0.16,10.43,2.21,55.78,10.43,38.32,19.37,80.32,99.68,-10.51,-2.69,-0.06,0.52,0,0,0,20.75
2.06,1,9.83,-0.01,-4.52,-1.5,2.98,-4.52,-3.03,-33.21,106.6,73.4,4.53,-1.39,0.02,10.43,2.21,55.78,10.43,38.32,19.37,80.32,99.68,-10.58,-2.69,-0.14,0.39,0,0,0,20.75
2.06,1,9.85,-0.06,-4.52,-1.5,2.98,-4.52,-3.03,-33.21,106.6,73.4,4.52,-1.54,0.1,10.43,2.21,55.78,10.43,38.32,19.37,80.32,99.68,-10.68,-2.68,-0.19,0.44,0,0,0,20.75
2.06,1,9.82,0.02,-4.52,-1.5,2.98,-4.52,-3.03,-33.21,106.6,73.4,4.52,-1.45,0,10.43,2.21,55.78,10.43,38.32,19.37,80.32,99.68,-10.79,-2.67,-0.1,0.28,0,0,0,20.75
2.06,1,9.85,-0.07,-4.52,-1.5,2.98,-4.52,-3.03,-33.21,106.6,73.4,4.53,-1.53,-0.03,10.43,2.21,55.78,10.43,38.32,19.37,80.32,99.68,-10.87,-2.66,-0.14,0.49,0,0,0,20.75
2.07,1,9.83,0,-4.53,-1.55,-0.17,-4.53,-4.61,-33.21,106.6,73.4,4.53,-1.51,-0.02,10.87,2.31,43.42,10.87,32.58,19.37,80.32,99.68,-10.87,-2.66,-0.15,0.38,0,0,0,20.75
2.07,1,9.92,-0.02,-4.53,-1.55,-0.17,-4.53,-4.61,-33.21,106.6,73.4,4.51,-1.57,0,10.87,2.31,43.42,10.87,32.58,19.37,80.32,99.68,-11.05,-2.63,-0.12,0.46,0,0,0,20.75
2.07,1,9.94,0.02,-4.53,-1.55,-0.17,-4.53,-4.61,-33.21,106.6,73.4,4.5,-1.72,0.04,10.87,2.31,43.42,10.87,32.58,19.37,80.32,99.68,-11.12,-2.61,-0.07,0.44,0,0,0,20.75
2.07,1,9.94,-0.01,-4.53,-1.55,-0.17,-4.53,-4.61,-33.21,106.6,73.4,4.5,-1.77,0.1,10.87,2.31,43.42,10.87,32.58,19.37,80.32,99.68,-11.12,-2.61,-0.18,0.43,0,0,0,20.75
2.07,1,10.07,-0.03,-4.53,-1.55,-0.17,-4.53,-4.61,-33.21,106.6,73.4,4.5,-1.76,0.17,10.87,2.31,43.42,10.87,32.58,19.37,80.32,99.68,-11.12,-2.61,-0.09,0.43,0,0,0,20.75
2.07,1,10.07,-0.13,-4.53,-1.55,-0.17,-4.53,-4.61,-33.21,106.6,73.4,4.49,-1.72,-0.03,10.87,2.31,43.42,10.87,32.58,19.37,80.32,99.68,-11.33,-2.59,-0.05,0.47,0,0,0,20.75
2.08,1,9.98,-0.12,-4.49,-1.59,3.87,-4.49,-2.55,-32.07,106.04,73.96,4.49,-1.75,0.01,11.43,2.43,55.85,11.43,39.35,22.95,78.53,101.47,-11.43,-2.59,-0.04,0.4,0,0,0,20.75
2.08,1,10.01,-0.04,-4.49,-1.59,3.87,-4.49,-2.55,-32.07,106.04,73.96,4.49,-1.78,0.06,11.43,2.43,55.85,11.43,39.35,22.95,78.53,101.47,-11.43,-2.59,-0.05,0.27,0,0,0,20.75
2.08,1,9.96,-0.08,-4.49,-1.59,3.87,-4.49,-2.55,-32.07,106.04,73.96,4.49,-1.87,0.04,11.43,2.43,55.85,11.43,39.35,22.95,78.53,101.47,-11.43,-2.59,-0.09,0.43,0,0,0,20.75
2.08,1,10.06,-0.03,-4.49,-1.59,3.87,-4.49,-2.55,-32.07,106.04,73.96,4.54,-1.89,0.11,11.43,2.43,55.85,11.43,39.35,22.95,78.53,101.47,-11.53,-2.6,-0.09,0.44,0,0,0,20.75
2.08,1,9.97,-0.04,-4.49,-1.59,3.87,-4.49,-2.55,-32.07,106.04,73.96,4.52,-1.9,0,11.43,2.43,55.85,11.43,39.35,22.95,78.53,101.47,-11.63,-2.59,-0.05,0.37,0,0,0,20.75
2.08,1,10.01,-0.1,-4.49,-1.59,3.87,-4.49,-2.55,-32.07,106.04,73.96,4.52,-1.86,-0.02,11.43,2.43,55.85,11.43,39.35,22.95,78.53,101.47,-11.63,-2.59,-0.01,0.49,0,0,0,20.75
2.09,1,9.91,-0.07,-4.52,-1.64,-3.51,-4.52,-6.28,-32.07,106.04,73.96,4.52,-1.8,0.06,11.63,2.55,19.94,11.63,21.6,22.95,78.53,101.47,-11.63,-2.59,-0.03,0.29,0,0,0,20.75
2.09,1,9.79,-0.06,-4.52,-1.64,-3.51,-4.52,-6.28,-32.07,106.04,73.96,4.47,-1.77,0.09,11.63,2.55,19.94,11.63,21.6,22.95,78.53,101.47,-11.92,-2.52,-0.05,0.51,0,0,0,20.75
2.09,1,9.74,0.01,-4.52,-1.64,-3.51,-4.52,-6.28,-32.07,106.04,73.96,4.45,-1.8,0,11.63,2.55,19.94,11.63,21.6,22.95,78.53,101.47,-11.99,-2.49,-0.01,0.43,0,0,0,20.75
2.09,1,9.73,-0.07,-4.52,-1.64,-3.51,-4.52,-6.28,-32.07,106.04,73.96,4.43,-1.67,0.03,11.63,2.55,19.94,11.63,21.6,22.95,78.53,101.47,-12.08,-2.46,-0.01,0.38,0,0,0,20.75
2.09,1,9.7,-0.03,-4.52,-1.64,-3.51,-4.52,-6.28,-32.07,106.04,73.96,4.43,-1.7,0.05,11.63,2.55,19.94,11.63,21.6,22.95,78.53,101.47,-12.08,-2.46,-0.02,0.38,0,0,0,20.75
2.09,1,9.74,-0.07,-4.52,-1.64,-3.51,-4.52,-6.28,-32.07,106.04,73.96,4.42,-1.7,0.09,11.63,2.55,19.94,11.63,21.6,22.95,78.53,101.47,-12.19,-2.43,-0.04,0.35,0,0,0,20.75
2.09,1,9.76,-0.03,-4.52,-1.64,-3.51,-4.52,-6.28,-32.07,106.04,73.96,4.42,-1.77,0.13,11.63,2.55,19.94,11.63,21.6,22.95,78.53,101.47,-12.19,-2.43,-0.06,0.31,0,0,0,20.75
2.1,1,9.78,-0.14,-4.37,-1.68,15.66,-4.37,3.46,-36.6,108.3,71.7,4.37,-1.75,0.1,12.3,2.67,67.5,12.3,46.05,28.16,75.92,104.08,-12.3,-2.41,-0.04,0.36,0,0,0,20.75
2.1,1,9.79,0.01,-4.37,-1.68,15.66,-4.37,3.46,-36.6,108.3,71.7,4.35,-1.71,0.08,12.3,2.67,67.5,12.3,46.05,28.16,75.92,104.08,-12.38,-2.39,-0.06,0.41,0,0,0,20.75
2.1,1,9.79,-0.03,-4.37,-1.68,15.66,-4.37,3.46,-36.6,108.3,71.7,4.35,-1.85,0.1,12.3,2.67,67.5,12.3,46.05,28.16,75.92,104.08,-12.38,-2.39,0,0.3,0,0,0,20.75
2.1,1,9.76,-0.07,-4.37,-1.68,15.66,-4.37,3.46,-36.6,108.3,71.7,4.35,-1.75,0.05,12.3,2.67,67.5,12.3,46.05,28.16,75.92,104.08,-12.38,-2.39,-0.04,0.32,0,0,0,20.75
2.1,1,9.8,-0.08,-4.37,-1.68,15.66,-4.37,3.46,-36.6,108.3,71.7,4.35,-1.85,0.23,12.3,2.67,67.5,12.3,46.05,28.16,75.92,104.08,-12.38,-2.39,-0.01,0.4,0,0,0,20.75
2.1,1,9.82,-0.06,-4.37,-1.68,15.66,-4.37,3.46,-36.6,108.3,71.7,4.28,-1.85,0.07,12.3,2.67,67.5,12.3,46.05,28.16,75.92,104.08,-12.7,-2.29,-0.06,0.41,0,0,0,20.75
2.11,1,9.91,0.04,-4.37,-1.68,15.66,-4.37,3.46,-36.6,108.3,71.7,4.28,-1.9,0,12.3,2.67,67.5,12.3,46.05,28.16,75.92,104.08,-12.79,-2.3,-0.01,0.43,0,0,0,20.75
2.11,1,9.85,0.02,-4.28,-1.72,8.59,-4.28,0.01,-36.6,108.3,71.7,4.28,-1.9,0.04,12.79,2.8,48.8,12.79,37.19,28.16,75.92,104.08,-12.79,-2.3,-0.11,0.36,0,0,0,20.75
2.11,1,9.75,-0.06,-4.28,-1.72,8.59,-4.28,0.01,-36.6,108.3,71.7,4.28,-1.9,0.02,12.79,2.8,48.8,12.79,37.19,28.16,75.92,104.08,-12.79,-2.3,-0.05,0.39,0,0,0,20.75
2.11,1,9.7,-0.11,-4.28,-1.72,8.59,-4.28,0.01,-36.6,108.3,71.7,4.28,-1.93,0.18,12.79,2.8,48.8,12.79,37.19,28.16,75.92,104.08,-12.79,-2.3,-0.06,0.5,0,0,0,20.75
2.11,1,9.76,-0.17,-4.28,-1.72,8.59,-4.28,0.01,-36.6,108.3,71.7,4.28,-1.96,0,12.79,2.8,48.8,12.79,37.19,28.16,75.92,104.08,-12.79,-2.3,-0.09,0.5,0,0,0,20.75
2.11,1,9.8,-0.06,-4.28,-1.72,8.59,-4.28,0.01,-36.6,108.3,71.7,4.19,-2.07,0.01,12.79,2.8,48.8,12.79,37.19,28.16,75.92,104.08,-13.21,-2.29,-0.06,0.46,0,0,0,20.75
2.12,1,9.75,0.01,-4.28,-1.72,8.59,-4.28,0.01,-36.6,108.3,71.7,4.19,-1.99,0.06,12.79,2.8,48.8,12.79,37.19,28.16,75.92,104.08,-13.29,-2.28,-0.1,0.43,0,0,0,20.75
2.12,1,9.78,-0.07,-4.28,-1.72,8.59,-4.28,0.01,-23.9,101.95,78.05,4.19,-1.91,0.06,12.79,2.8,48.8,12.79,37.19,28.49,75.75,104.25,-13.38,-2.27,-0.08,0.43,0,0,0,20.75
2.12,1,9.73,0,-4.2,-1.76,8.44,-4.2,0.03,-23.9,101.95,78.05,4.2,-2.01,0.03,13.49,2.93,69.98,13.49,48.48,28.49,75.75,104.25,-13.49,-2.26,-0.13,0.31,0,0,0,20.75
2.12,1,9.6,-0.05,-4.2,-1.76,8.44,-4.2,0.03,-23.9,101.95,78.05,4.19,-1.97,0,13.49,2.93,69.98,13.49,48.48,28.49,75.75,104.25,-13.58,-2.25,-0.09,0.44,0,0,0,20.75
2.12,1,9.6,0.09,-4.2,-1.76,8.44,-4.2,0.03,-23.9,101.95,78.05,4.19,-1.94,0.06,13.49,2.93,69.98,13.49,48.48,28.49,75.75,104.25,-13.58,-2.25,-0.17,0.4,0,0,0,20.75
2.12,1,9.57,-0.12,-4.2,-1.76,8.44,-4.2,0.03,-23.9,101.95,78.05,4.19,-1.92,-0.03,13.49,2.93,69.98,13.49,48.48,28.49,75.75,104.25,-13.58,-2.25,-0.12,0.5,0,0,0,20.75
2.13,1,9.56,-0.11,-4.2,-1.76,8.44,-4.2,0.03,-23.9,101.95,78.05,4.19,-2.03,0.04,13.49,2.93,69.98,13.49,48.48,28.49,75.75,104.25,-13.58,-2.25,-0.22,0.59,0,0,0,20.75
2.13,1,9.64,0.02,-4.2,-1.76,8.44,-4.2,0.03,-23.9,101.95,78.05,4.22,-2.1,0.07,13.49,2.93,69.98,13.49,48.48,28.49,75.75,104.25,-13.92,-2.21,-0.19,0.41,0,0,0,20.75
2.13,1,9.65,0.04,-4.2,-1.81,-0.56,-4.2,-4.48,-23.9,101.95,78.05,4.2,-2.06,0.01,14,3.07,51.65,14,39.83,28.49,75.75,104.25,-14,-2.17,-0.17,0.47,0,0,0,20.75
2.13,1,9.7,0.02,-4.2,-1.81,-0.56,-4.2,-4.48,-23.9,101.95,78.05,4.22,-2.14,0.01,14,3.07,51.65,14,39.83,28.49,75.75,104.25,-14.11,-2.17,-0.13,0.4,0,0,0,20.75
2.13,1,9.66,-0.04,-4.2,-1.81,-0.56,-4.2,-4.48,-23.9,101.95,78.05,4.21,-2.06,0.08,14,3.07,51.65,14,39.83,28.49,75.75,104.25,-14.19,-2.14,-0.17,0.55,0,0,0,20.75
2.13,1,9.69,-0.18,-4.2,-1.81,-0.56,-4.2,-4.48,-23.9,101.95,78.05,4.2,-2.08,0.14,14,3.07,51.65,14,39.83,28.49,75.75,104.25,-14.28,-2.12,-0.1,0.58,0,0,0,20.75
2.14,1,9.73,-0.11,-4.2,-1.81,-0.56,-4.2,-4.48,-23.9,101.95,78.05,4.2,-2.18,0.1,14,3.07,51.65,14,39.83,28.49,75.75,104.25,-14.36,-2.12,-0.18,0.46,0,0,0,20.75
2.14,1,9.68,-0.07,-4.2,-1.81,-0.56,-4.2,-4.48,-16.3,98.15,81.85,4.18,-2.18,0.03,14,3.07,51.65,14,39.83,36.62,71.69,108.31,-14.41,-2.1,-0.16,0.51,0,0,0,20.75
2.14,1,9.73,0.05,-4.18,-1.85,2.07,-4.18,-3.14,-16.3,98.15,81.85,4.18,-2.14,0.03,14.51,3.22,50.88,14.51,39.96,36.62,71.69,108.31,-14.51,-2.09,-0.14,0.53,0,0,0,20.75
2.14,1,9.71,-0.07,-4.18,-1.85,2.07,-4.18,-3.14,-16.3,98.15,81.85,4.19,-2.11,0.08,14.51,3.22,50.88,14.51,39.96,36.62,71.69,108.31,-14.59,-2.1,-0.04,0.48,0,0,0,20.75
2.14,1,9.68,-0.13,-4.18,-1.85,2.07,-4.18,-3.14,-16.3,98.15,81.85,4.18,-2.2,0.12,14.51,3.22,50.88,14.51,39.96,36.62,71.69,108.31,-14.67,-2.08,-0.09,0.66,0,0,0,20.75
2.14,1,9.61,-0.09,-4.18,-1.85,2.07,-4.18,-3.14,-16.3,98.15,81.85,4.18,-2.23,0.02,14.51,3.22,50.88,14.51,39.96,36.62,71.69,108.31,-14.67,-2.08,-0.15,0.43,0,0,0,20.75
2.15,1,9.62,-0.05,-4.18,-1.85,2.07,-4.18,-3.14,-16.3,98.15,81.85,4.17,-2.25,0.08,14.51,3.22,50.88,14.51,39.96,36.62,71.69,108.31,-14.86,-2.09,-0.12,0.55,0,0,0,20.75
2.15,1,9.57,-0.03,-4.18,-1.85,2.07,-4.18,-3.14,-16.3,98.15,81.85,4.16,-2.19,0.03,14.51,3.22,50.88,14.51,39.96,36.62,71.69,108.31,-14.98,-2.08,0.01,0.52,0,0,0,20.75
2.15,1,9.5,-0.03,-4.16,-1.89,1.78,-4.16,-3.27,-16.3,98.15,81.85,4.16,-2.3,0.03,14.98,3.37,46.41,14.98,38.18,36.62,71.69,108.31,-14.98,-2.08,-0.09,0.56,0,0,0,20.75
2.15,1,9.58,-0.06,-4.16,-1.89,1.78,-4.16,-3.27,-16.3,98.15,81.85,4.16,-2.32,0.03,14.98,3.37,46.41,14.98,38.18,36.62,71.69,108.31,-14.98,-2.08,-0.13,0.44,0,0,0,20.75
2.15,1,9.59,-0.07,-4.16,-1.89,1.78,-4.16,-3.27,-16.3,98.15,81.85,4.15,-2.34,0.04,14.98,3.37,46.41,14.98,38.18,36.62,71.69,108.31,-15.2,-2.02,-0.04,0.63,0,0,0,20.75
2.15,1,9.65,-0.11,-4.16,-1.89,1.78,-4.16,-3.27,-16.3,98.15,81.85,4.17,-2.39,-0.03,14.98,3.37,46.41,14.98,38.18,36.62,71.69,108.31,-15.3,-2.04,-0.16,0.49,0,0,0,20.75
2.16,1,9.67,-0.09,-4.16,-1.89,1.78,-4.16,-3.27,-16.3,98.15,81.85,4.17,-2.38,0.06,14.98,3.37,46.41,14.98,38.18,36.62,71.69,108.31,-15.3,-2.04,-0.19,0.52,0,0,0,20.75
2.16,1,9.63,0.01,-4.16,-1.89,1.78,-4.16,-3.27,-14.66,97.33,82.67,4.21,-2.38,-0.07,14.98,3.37,46.41,14.98,38.18,35.41,72.3,107.7,-15.46,-2.05,-0.17,0.34,0,0,0,20.75
2.16,1,9.6,0,-4.21,-1.93,-4.96,-4.21,-6.69,-14.66,97.33,82.67,4.21,-2.31,-0.1,15.58,3.52,59.76,15.58,45.45,35.41,72.3,107.7,-15.58,-2.04,-0.13,0.36,0,0,0,20.75
2.16,1,9.5,-0.04,-4.21,-1.93,-4.96,-4.21,-6.69,-14.66,97.33,82.67,4.21,-2.38,0,15.58,3.52,59.76,15.58,45.45,35.41,72.3,107.7,-15.58,-2.04,-0.13,0.43,0,0,0,20.75
2.16,1,9.52,-0.05,-4.21,-1.93,-4.96,-4.21,-6.69,-14.66,97.33,82.67,4.21,-2.43,0.01,15.58,3.52,59.76,15.58,45.45,35.41,72.3,107.7,-15.58,-2.04,-0.17,0.51,0,0,0,20.75
2.16,1,9.48,-0.08,-4.21,-1.93,-4.96,-4.21,-6.69,-14.66,97.33,82.67,4.23,-2.45,0.04,15.58,3.52,59.76,15.58,45.45,35.41,72.3,107.7,-15.85,-2.03,-0.14,0.65,0,0,0,20.75
2.17,1,9.58,-0.02,-4.21,-1.93,-4.96,-4.21,-6.69,-14.66,97.33,82.67,4.24,-2.43,-0.01,15.58,3.52,59.76,15.58,45.45,35.41,72.3,107.7,-15.94,-2.04,-0.07,0.4,0,0,0,20.75
2.17,1,9.51,0.06,-4.21,-1.93,-4.96,-4.21,-6.69,-14.66,97.33,82.67,4.26,-2.48,-0.01,15.58,3.52,59.76,15.58,45.45,35.41,72.3,107.7,-16.04,-2.04,-0.17,0.39,0,0,0,20.75
2.17,1,9.55,-0.09,-4.26,-1.97,-5.14,-4.26,-6.83,-14.66,97.33,82.67,4.26,-2.49,0.02,16.14,3.68,56.18,16.14,44.23,35.41,72.3,107.7,-16.14,-2.03,-0.1,0.47,0,0,0,20.75
2.17,1,9.49,-0.07,-4.26,-1.97,-5.14,-4.26,-6.83,-14.66,97.33,82.67,4.26,-2.54,-0.1,16.14,3.68,56.18,16.14,44.23,35.41,72.3,107.7,-16.22,-1.99,-0.14,0.41,0,0,0,20.75
2.17,1,9.42,-0.07,-4.26,-1.97,-5.14,-4.26,-6.83,-14.66,97.33,82.67,4.26,-2.48,-0.08,16.14,3.68,56.18,16.14,44.23,35.41,72.3,107.7,-16.22,-1.99,-0.12,0.43,0,0,0,20.75
2.17,1,9.5,-0.1,-4.26,-1.97,-5.14,-4.26,-6.83,-14.66,97.33,82.67,4.28,-2.53,0.04,16.14,3.68,56.18,16.14,44.23,35.41,72.3,107.7,-16.38,-1.99,-0.13,0.48,0,0,0,20.75
2.18,1,9.45,-0.12,-4.26,-1.97,-5.14,-4.26,-6.83,-14.66,97.33,82.67,4.28,-2.51,0,16.14,3.68,56.18,16.14,44.23,35.41,72.3,107.7,-16.46,-1.99,-0.16,0.52,0,0,0,20.75
2.18,1,9.36,-0.06,-4.26,-1.97,-5.14,-4.26,-6.83,-14.66,97.33,82.67,4.29,-2.53,-0.02,16.14,3.68,56.18,16.14,44.23,35.41,72.3,107.7,-16.58,-1.96,-0.04,0.52,0,0,0,20.75
2.18,1,9.45,-0.02,-4.26,-1.97,-5.14,-4.26,-6.83,-10.54,95.27,84.73,4.29,-2.56,0.04,16.14,3.68,56.18,16.14,44.23,43.49,68.25,111.75,-16.58,-1.96,-0.14,0.5,0,0,0,20.75
2.18,1,9.5,-0.09,-4.27,-2.02,-0.69,-4.27,-4.61,-10.54,95.27,84.73,4.27,-2.56,0.04,16.74,3.85,60.63,16.74,47.06,43.49,68.25,111.75,-16.74,-1.9,-0.04,0.39,0,0,0,20.75
2.18,1,9.53,-0.08,-4.27,-2.02,-0.69,-4.27,-4.61,-10.54,95.27,84.73,4.28,-2.62,0,16.74,3.85,60.63,16.74,47.06,43.49,68.25,111.75,-16.84,-1.89,-0.15,0.43,0,0,0,20.75
2.18,1,9.5,-0.09,-4.27,-2.02,-0.69,-4.27,-4.61,-10.54,95.27,84.73,4.3,-2.63,-0.05,16.74,3.85,60.63,16.74,47.06,43.49,68.25,111.75,-16.92,-1.88,-0.06,0.47,0,0,0,20.75
2.18,1,9.55,-0.1,-4.27,-2.02,-0.69,-4.27,-4.61,-10.54,95.27,84.73,4.29,-2.55,0.03,16.74,3.85,60.63,16.74,47.06,43.49,68.25,111.75,-17.01,-1.87,-0.05,0.54,0,0,0,20.75
2.19,1,9.59,-0.09,-4.27,-2.02,-0.69,-4.27,-4.61,-10.54,95.27,84.73,4.29,-2.52,-0.03,16.74,3.85,60.63,16.74,47.06,43.49,68.25,111.75,-17.01,-1.87,-0.09,0.46,0,0,0,20.75
2.19,1,9.58,-0.05,-4.27,-2.02,-0.69,-4.27,-4.61,-10.54,95.27,84.73,4.29,-2.54,0.01,16.74,3.85,60.63,16.74,47.06,43.49,68.25,111.75,-17.01,-1.87,-0.04,0.46,0,0,0,20.75
2.19,1,9.55,-0.08,-4.29,-2.06,-2,-4.29,-5.29,-10.54,95.27,84.73,4.29,-2.64,0.05,17.01,4.02,26.36,17.01,30.19,43.49,68.25,111.75,-17.01,-1.87,-0.11,0.45,0,0,0,20.75
2.19,1,9.51,-0.04,-4.29,-2.06,-2,-4.29,-5.29,-10.54,95.27,84.73,4.29,-2.54,-0.03,17.01,4.02,26.36,17.01,30.19,43.49,68.25,111.75,-17.01,-1.87,-0.07,0.38,0,0,0,20.75
